hidden_scaling,train_generations,repeat_idx,model_path,metric_l2_sample_mean_to_true_norm,metric_forward_rmse_norm,last_epoch_loss,last_recon_loss,last_kl_loss
2,900,0,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s2_n900_r0.pt,0.052744354526911987,0.023080075063167345,0.13645537863526724,0.13520647057917265,0.0012489077834715342
2,900,1,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s2_n900_r1.pt,0.04880768420469594,0.024665384635793913,0.12403804530282464,0.12255660518674197,0.0014814403876754975
2,900,2,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s2_n900_r2.pt,0.061189162305146996,0.022279310796263257,0.14354494514059177,0.13854705301665626,0.004997891530397645
2,900,3,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s2_n900_r3.pt,0.05249949489840675,0.024047477545844995,0.15369736998284286,0.15111274186488802,0.002584628621219303
2,900,4,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s2_n900_r4.pt,0.05318612363711576,0.025250840470900218,0.1241253034697961,0.11823049098648857,0.00589481304297677
2,900,5,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s2_n900_r5.pt,0.04679029419574347,0.023982992787180756,0.10475111669506383,0.10400454807960618,0.0007465680173481815
2,900,6,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s2_n900_r6.pt,0.05368367319316952,0.02246764762224896,0.12389715818638823,0.12113247699705901,0.002764680759210667
2,900,7,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s2_n900_r7.pt,0.11260168146962267,0.03586311631416154,0.187764346434743,0.17145309920332072,0.01631124768008486
2,900,8,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s2_n900_r8.pt,0.1095881126911253,0.04492816681218245,0.17702963608687958,0.17133058155928038,0.0056990550326665584
2,900,9,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s2_n900_r9.pt,0.051854622189350795,0.029710988133445766,0.1084028982054607,0.10657817598399336,0.0018247225548736175
4,50,0,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s4_n50_r0.pt,0.16238658922101953,0.07191850475780961,1.306502444403512,1.2438742475850242,0.06262823553489787
4,50,1,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s4_n50_r1.pt,0.17225192009840298,0.0833717089621465,0.7151251222406115,0.5738570690155029,0.14126805083027907
4,50,2,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s4_n50_r2.pt,0.15317067785746702,0.07370788792626545,0.7687558276312692,0.6980729230812618,0.07068289882902588
4,50,3,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s4_n50_r3.pt,0.1732040221313289,0.07806588879794138,0.9480515835540635,0.7349439710378647,0.21310760639607906
4,50,4,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s4_n50_r4.pt,0.12000567165199702,0.07257931132228548,1.1101805440017156,0.9087107479572296,0.20146979072264262
4,50,5,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s4_n50_r5.pt,0.13682901627669194,0.07297559260728421,0.8750808451856885,0.6717093118599483,0.2033715205533164
4,50,6,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s4_n50_r6.pt,0.17348868438865978,0.0795691436261436,0.9750228822231293,0.8479820149285453,0.12704086782676832
4,50,7,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s4_n50_r7.pt,0.16171793622211852,0.07273964327530615,0.6188801931483405,0.43055911575044903,0.1883210711447256
4,50,8,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s4_n50_r8.pt,0.17767785542011058,0.08591396390944679,0.6616379246115685,0.621764349085944,0.03987357512648616
4,50,9,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s4_n50_r9.pt,0.17526684679656387,0.09013395139860597,0.694340433393206,0.5813885969775063,0.1129518413384046
4,100,0,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s4_n100_r0.pt,0.11251484139409205,0.054219025069523155,0.6287669161191354,0.4922818673344759,0.13648505222338897
4,100,1,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s4_n100_r1.pt,0.14382491820871326,0.06278751626087063,0.8299580594668021,0.6124279785614747,0.21753008520373932
4,100,2,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s4_n100_r2.pt,0.1313218951678887,0.05569479721353657,0.6939387481946212,0.544919307415302,0.1490194367674681
4,100,3,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s4_n100_r3.pt,0.15324616483417153,0.06215341020845919,0.7367394085113819,0.5318616605721987,0.20487774736606157
4,100,4,/home/jussi.hakosalo/Indica/indica/workflows/jussiphd/components/ml/flow_data/scaling_study/vae_s4_n100_r4.pt,0.13590062218543228,0.055694232805242265,0.379911774626145,0.28064055282336015,0.0992712233788692
