£
£  KB1 V06 - MkGB-SR simply extended septum chord onto replacement plate
£
*Bolometry/KB1/MkGB-SR/kb1/54550/63446
34 5 lines
'KB302     B '    3.045500   -1.428800    2.414300   -1.419400  179.149900
'KB302     C '    3.045900   -1.433800    2.407500   -1.542000  189.622000
'KB302     D '    3.046300   -1.438900    2.723500   -1.557000  200.097300
'KB303     A '    3.017100   -1.528500    2.382000   -1.358300  165.000700
'KB303     B '    3.017100   -1.533600    2.698300   -1.505700  175.003200
'KB303     C '    3.017100   -1.538700    2.725700   -1.564200  185.002500
'KB303     D '    3.017100   -1.543800    2.745400   -1.616600  194.999300
'KB304     A '    3.017100   -1.528500    2.761100   -1.647900  205.004400
'KB304     B '    3.017100   -1.533600    2.785700   -1.695600  214.999500
'KB304     C '    3.017100   -1.538700    2.844700   -1.711100  225.000000
'KB304     D '    3.017100   -1.543800    2.893100   -1.720900  234.997200
'KB305     A '    2.317500   -1.591400    2.543900   -1.697500  334.893100
'KB305     B '    2.317500   -1.591400    2.606600   -1.568600    4.502400
'KB305     C '    2.317500   -1.591400    2.914000   -1.377200   19.750600
'KB305     D '    2.317500   -1.591400    3.396200   -0.979800   29.551600
'KB306     A '    2.278000   -1.480200    2.539700   -1.712700  318.381100
'KB306     B '    2.280500   -1.475800    2.563600   -1.664100  326.380000
'KB306     C '    2.283100   -1.471400    2.586200   -1.616900  334.356800
'KB306     D '    2.285600   -1.467000    2.604500   -1.568500  342.340600
'KB307     A '    2.278700   -1.435400    2.624700   -1.508900  348.000800
'KB307     B '    2.278300   -1.430300    2.885900   -1.441000  358.994600
'KB307     C '    2.277900   -1.425300    3.075600   -1.284600   10.000800
'KB307     D '    2.277500   -1.420200    3.381500   -0.996500   20.998500
£
£  KB3 V21 - updated 10/12/97 from C. Ingesson
£
*Bolometry/KB3/Mk2A/kb3/35779/45155
28 5 lines
'KB301     A '    3.047100   -1.426300    1.808900    0.377100  124.471400
'KB301     B '    3.044000   -1.430400    1.872500   -0.337000  136.978200
'KB301     C '    3.041000   -1.434400    2.013800   -0.828700  149.470100
'KB301     D '    3.037900   -1.438500    2.139400   -1.145900  161.965900
'KB302     A '    3.045100   -1.423700    2.155300   -1.245500  168.671400
'KB302     B '    3.045500   -1.428800    2.358100   -1.418600  179.151100
'KB302     C '    3.045900   -1.433800    2.382900   -1.546200  189.623600
'KB302     D '    3.046300   -1.438900    2.381900   -1.682000  200.095000
'KB303     A '    2.943300   -1.615400    2.381300   -1.536400  172.001700
'KB303     B '    2.943500   -1.620500    2.376100   -1.610600  179.002000
'KB303     C '    2.943700   -1.625500    2.722400   -1.648800  186.012400
'KB303     D '    2.943900   -1.630600    2.773400   -1.670000  193.015600
'KB304     A '    2.944800   -1.632900    2.811000   -1.695100  204.935200
'KB304     B '    2.947700   -1.637000    2.835200   -1.707000  211.871400
'KB304     C '    2.950700   -1.641000    2.859200   -1.714800  218.848200
'KB304     D '    2.953600   -1.645100    2.875300   -1.725800  225.864800
'KB305     A '    2.325400   -1.643400    2.406300   -1.728600  313.597600
'KB305     B '    2.327800   -1.638900    2.432900   -1.711100  325.496200
'KB305     C '    2.330200   -1.634500    2.471100   -1.692800  337.511200
'KB305     D '    2.332600   -1.630000    2.519500   -1.664600  349.523700
'KB306     A '    2.278000   -1.480200    2.496700   -1.674500  318.379400
'KB306     B '    2.280500   -1.475800    2.544900   -1.651600  326.382400
'KB306     C '    2.283100   -1.471400    2.618900   -1.632600  334.365800
'KB306     D '    2.285600   -1.467000    2.897800   -1.661900  342.342200
'KB307     A '    2.278700   -1.435400    2.897400   -1.566900  168.002200
'KB307     B '    2.278300   -1.430300    2.950700   -1.442100  178.997900
'KB307     C '    2.277900   -1.425300    3.092800   -1.281600  190.003100
'KB307     D '    2.277500   -1.420200    3.409500   -0.985700  200.998300
£
£  KB3 V15 - updated 11/12/97 from C. Ingesson
£
*Bolometry/KB3/Mk1/kb3/28792/35778
28 5 lines
'KB301     A '    3.213900   -1.535900    2.298600   -1.750200  193.173400
'KB301     B '    3.211500   -1.531400    2.723500   -1.738200  202.964400
'KB301     C '    3.209100   -1.527000    2.857000   -1.755900  213.030500
'KB301     D '    3.206700   -1.522500    2.942700   -1.767200  222.823500
'KB302     A '    3.208000   -1.626500    2.079300   -1.001800  151.036800
'KB302     B '    3.209500   -1.621600    2.166500   -1.213600  158.636100
'KB302     C '    3.211100   -1.616800    2.239300   -1.380900  166.354600
'KB302     D '    3.212600   -1.611900    2.287800   -1.514000  173.955000
'KB303     A '    3.210900   -1.709800    2.307900   -1.597100  172.888100
'KB303     B '    3.210500   -1.704700    2.295500   -1.714100  180.585400
'KB303     C '    3.210100   -1.699700    2.844100   -1.753800  188.411200
'KB303     D '    3.209700   -1.694600    2.950300   -1.769500  196.109500
'KB304     A '    3.206000   -1.815900    1.837100   -0.145000  129.326300
'KB304     B '    3.209200   -1.812000    1.964100   -0.639800  136.728700
'KB304     C '    3.212400   -1.808000    2.067800   -0.984600  144.267700
'KB304     D '    3.215700   -1.804100    2.177000   -1.244100  151.669700
'KB305     A '    2.225100   -1.882900    3.237000   -1.183700   34.641400
'KB305     B '    2.228700   -1.886400    3.681400   -0.585600   41.841600
'KB305     C '    2.232300   -1.890000    3.873800    0.008900   49.158200
'KB305     D '    2.235900   -1.893500    3.880900    0.579300   56.368900
'KB306     A '    2.025400   -1.388900    2.594700   -1.742200  328.172000
'KB306     B '    2.023900   -1.393800    2.941600   -1.765300  337.959400
'KB306     C '    2.022500   -1.398600    3.049700   -1.616200  348.040900
'KB306     D '    2.021000   -1.403500    3.090200   -1.444100  357.826200
'KB307     A '    2.078700   -1.325500    2.302900   -1.783500  296.078900
'KB307     B '    2.074700   -1.328600    2.371000   -1.768100  303.984200
'KB307     C '    2.070700   -1.331700    2.459000   -1.762600  312.021300
'KB307     D '    2.066700   -1.334900    2.556400   -1.747000  319.914100
£
£  KB4 V30 - updated 11/08/98 from C. Ingesson
£
*Bolometry/KB4/MkGB-/kb4/45156/10000000
56 5 lines
'401A  (KB4H01A)'	2.1426	 1.8931	 1.8123	 0.1173	  259.4612
'401B  (KB4H01B)'	2.1375	 1.893	 1.9967	 -0.7732  266.9754
'401C  (KB4H01C)'	2.1325	 1.893	 2.3963	 -1.3708  274.6225
'401D  (KB4H01D)'	2.1274	 1.8929	 2.8786	 -1.5997  282.1392
'402A  (KB4H02A)'	3.1826	 2.3142	 1.9797	 -0.7158  248.3475
'402B  (KB4H02B)'	3.1776	 2.3149	 2.3725	 -1.3477  257.6032
'402C  (KB4H02C)'	3.1725	 2.3156	 2.9898	 -1.3361  267.1348
'402D  (KB4H02D)'	3.1675	 2.3162	 3.5191	 -0.8216  276.3925
'403A  (KB4H03A)'	3.198	 2.3011	 2.1218	 1.6604	  210.7668
'403B  (KB4H03B)'	3.1944	 2.3047	 1.982	 1.2858	  220.0429
'403C  (KB4H03C)'	3.1909	 2.3083	 1.8409	 0.7244	  229.5591
'403D  (KB4H03D)'	3.1873	 2.3119	 1.8171	 0.0465	  238.8331
'404A  (KB4H04A)'	3.8278	 1.224	 2.1799	 -1.1896  235.6776
'404B  (KB4H04B)'	3.8233	 1.2263	 2.3637	 -1.3373  240.3458
'404C  (KB4H04C)'	3.8187	 1.2287	 2.4514	 -1.7107  245.0536
'404D  (KB4H04D)'	3.8142	 1.231	 2.7559	 -1.6335  249.7216
'405A  (KB4H05A)'	3.9207	 1.1092	 2.7303	 -1.5325  245.7405
'405B  (KB4H05B)'	3.9159	 1.1107	 3.0225	 -1.331	  249.9029
'405C  (KB4H05C)'	3.9111	 1.1123	 3.2781	 -1.1093  254.0953
'405D  (KB4H05D)'	3.9062	 1.1139	 3.4985	 -0.848	  258.2578
'406A  (KB4H06A)'	3.9889	 0.9419	 2.9821	 1.9433	  135.1552
'406B  (KB4H06B)'	3.992	 0.946	 2.6904	 2.02	  140.4711
'406C  (KB4H06C)'	3.995	 0.95	 2.4584	 1.9936	  145.8188
'406D  (KB4H06D)'	3.9981	 0.9541	 2.2706	 1.9063	  151.1352
'407A  (KB4H07A)'	4.0892	 0.8284	 2.1311	 1.6823	  156.4402
'407B  (KB4H07B)'	4.0897	 0.8335	 1.9787	 1.2788	  168.0892
'407C  (KB4H07C)'	4.0903	 0.8385	 1.8603	 0.8274	  180.2872
'407D  (KB4H07D)'	4.0908	 0.8436	 1.8087	 0.361	  191.9394
